emp_no,first_name,last_name,title,from_date,to_date
276437,Lein,Sabnani,Senior Staff,1999-12-27,9999-01-01
276450,Sachin,Budinsky,Staff,1996-05-24,9999-01-01
276451,Xiaoqiu,Riefers,Senior Staff,1997-11-20,9999-01-01
276455,Remko,Awdeh,Senior Staff,1990-04-26,9999-01-01
276457,Oldrich,Hellwagner,Engineer,1999-08-01,9999-01-01
276458,Christfried,Litvinov,Senior Staff,1998-02-06,9999-01-01
276463,Kyoichi,Vandervoorde,Engineer,1991-07-27,2000-07-26
276464,Guiseppe,Luks,Engineer,1993-07-23,1998-07-23
276466,Yucel,Vasanthakumar,Senior Engineer,1994-02-01,9999-01-01
276467,Duangkaew,Griswold,Senior Engineer,1994-07-06,9999-01-01
276468,Rosalie,DuCasse,Senior Staff,1993-11-19,9999-01-01
276474,Arunachalam,Baba,Senior Staff,1991-07-04,9999-01-01
276475,Susanne,Passino,Senior Engineer,1986-11-27,9999-01-01
276476,Susuma,Kropf,Engineer,1993-08-29,9999-01-01
276484,Limsoon,Flasterstein,Senior Engineer,1986-03-19,9999-01-01
276486,Yannis,Rosen,Technique Leader,1995-05-07,9999-01-01
276488,Shuji,Cromarty,Engineer,1989-11-14,1998-11-14
276494,Xiaopeng,Ermel,Senior Engineer,1991-06-12,9999-01-01
276495,Soenke,Magliocco,Engineer,1999-01-11,9999-01-01
276497,Valery,Schieder,Engineer,1996-11-07,9999-01-01
276502,Indrajit,Segond,Senior Staff,1993-06-15,9999-01-01
276503,Tesuro,Schrooten,Assistant Engineer,1997-02-21,9999-01-01
276507,Remko,Masaki,Senior Staff,1999-07-09,9999-01-01
276515,Hercules,Granlund,Senior Staff,1993-11-16,9999-01-01
276517,Kitty,Matzke,Technique Leader,1988-03-27,9999-01-01
276524,Parto,Stafford,Senior Staff,1998-09-19,9999-01-01
276531,Michaela,Litvinov,Senior Staff,1988-08-07,9999-01-01
276541,Pranav,Krohm,Engineer,1988-04-24,1994-04-24
276542,Leif,Pintelas,Senior Staff,2001-03-15,9999-01-01
276543,Georg,Vanwelkenhuysen,Engineer,1999-05-19,9999-01-01
276546,Gou,Benantar,Staff,1998-06-03,9999-01-01
276571,Alair,Benzaken,Senior Staff,1998-02-01,9999-01-01
276576,Guadalupe,McClurg,Senior Staff,1986-08-21,9999-01-01
276578,Sibyl,Luff,Senior Staff,2000-06-27,9999-01-01
276584,Toshiki,Shobatake,Engineer,1989-08-17,1996-08-17
276607,Shietung,Billingsley,Senior Engineer,1992-04-16,9999-01-01
276619,Jasminko,Vickson,Senior Engineer,1989-06-15,9999-01-01
276626,Baruch,Aseltine,Engineer,1985-07-19,1991-07-19
276627,Dzung,Tempesti,Senior Staff,1990-10-19,9999-01-01
276633,Shin,Birdsall,Senior Staff,1994-10-08,9999-01-01
276636,Vishwani,Lorys,Engineer,1993-10-01,2001-10-01
276643,Rosli,Stroustrup,Senior Engineer,1999-01-11,9999-01-01
276646,Leni,Muniz,Staff,1999-06-01,9999-01-01
276648,Mokhtar,Tetzlaff,Staff,1997-04-27,9999-01-01
276650,Itzchak,Yeung,Engineer,1991-06-01,1998-06-01
276657,Reinhold,Wrigley,Senior Staff,1994-08-01,9999-01-01
276659,Sedat,McAffer,Assistant Engineer,1999-12-23,9999-01-01
276666,Kwok,Jeong,Senior Staff,1998-11-03,9999-01-01
276668,Subhada,Cappello,Engineer,1995-07-31,2001-07-30
276670,Vasilis,Hegner,Engineer,1985-09-22,1994-09-22
276681,Stabislas,Casperson,Senior Staff,1998-03-15,9999-01-01
276683,Jingling,Shackel,Assistant Engineer,1986-02-24,1994-02-24
276685,Pradeep,Piveteau,Senior Staff,1994-12-14,9999-01-01
276686,Reinhold,Solares,Senior Staff,1988-04-07,9999-01-01
276691,Otmar,Hegner,Assistant Engineer,1991-04-11,1998-04-11
276693,Chrisa,Condotta,Senior Staff,1997-01-21,9999-01-01
276694,Ymte,Emmerich,Assistant Engineer,1988-03-13,1993-03-13
276695,Katsuyuki,Menhoudj,Senior Staff,1993-11-05,9999-01-01
276696,Rasiah,Ebeling,Engineer,1989-03-18,1994-03-18
276700,Kousuke,Kaiser,Engineer,2000-01-11,9999-01-01
276705,Kristinn,Walston,Engineer,1986-12-26,1993-12-26
276714,Serap,Krybus,Technique Leader,1998-08-26,9999-01-01
276715,Teiji,Castellani,Engineer,1997-05-06,9999-01-01
276719,Kankanahalli,Cusworth,Assistant Engineer,1993-11-06,2001-11-06
276720,Guadalupe,Solovay,Assistant Engineer,1988-11-01,1996-11-01
276723,Aruna,Chappelet,Senior Staff,1994-11-23,9999-01-01
276727,Kinh,Teitelbaum,Senior Engineer,1990-04-21,9999-01-01
276728,Ziya,Boreale,Technique Leader,1992-06-27,9999-01-01
276733,Sungwon,Schonegge,Senior Staff,1990-05-30,9999-01-01
276739,Nevio,Birta,Senior Staff,1994-11-22,9999-01-01
276741,Ramya,Colorni,Technique Leader,1992-06-15,9999-01-01
276744,Ipke,Schaap,Engineer,1991-03-28,1996-03-27
276746,Holgard,Unno,Engineer,1998-08-21,9999-01-01
276747,JoAnne,Ressouche,Staff,1997-11-08,9999-01-01
276749,Barna,Farrar,Engineer,1997-05-11,9999-01-01
276755,Xuedong,Hartvigsen,Senior Staff,2002-01-28,9999-01-01
276764,Xiaoheng,Emmart,Senior Staff,2001-12-13,9999-01-01
276767,Richara,Ernst,Engineer,1997-05-03,2002-05-03
276771,Tremaine,Moehrke,Senior Staff,2001-08-17,9999-01-01
276773,Parke,Pearson,Engineer,1990-10-25,1997-10-25
276774,Bader,Barriga,Senior Staff,1994-08-07,9999-01-01
276781,Atreye,Merle,Engineer,1987-05-01,1995-05-01
276786,Arvind,Domenig,Senior Staff,1990-12-22,9999-01-01
276792,Gretta,Kakkad,Senior Engineer,1993-03-01,9999-01-01
276797,Larisa,Erdi,Engineer,1996-04-30,9999-01-01
276800,Honglan,Remmele,Senior Staff,1995-02-21,9999-01-01
276818,Mats,Remmers,Senior Staff,1995-01-17,9999-01-01
276820,Divier,Stentiford,Senior Staff,1990-12-17,9999-01-01
276824,Zsolt,Setia,Senior Staff,1995-02-15,9999-01-01
276831,Kwangyoen,Olivero,Engineer,1986-02-26,1993-02-26
276835,Vishwani,Lagarias,Senior Staff,1989-03-18,9999-01-01
276837,Gina,Farrag,Engineer,1993-07-01,1998-07-01
276841,Jacqueline,Uludag,Senior Engineer,1991-09-14,9999-01-01
276844,Elzbieta,Peltason,Senior Staff,1985-11-27,9999-01-01
276847,Salvador,Massonet,Staff,1995-11-28,9999-01-01
276848,Diederik,Staylopatis,Staff,1997-04-10,9999-01-01
276851,Holgard,McFarlin,Engineer,1999-08-26,9999-01-01
276854,Kamran,Rattan,Engineer,1989-03-29,1994-03-29
276859,Hilary,Fontet,Engineer,1995-11-24,9999-01-01
276864,Arne,Hanabata,Staff,1998-08-07,9999-01-01
276873,Yurij,Haldar,Engineer,2000-01-14,9999-01-01
276876,Anoosh,Quittner,Senior Staff,1995-04-23,9999-01-01
276878,Yechiam,Ravishankar,Staff,1997-09-23,9999-01-01
276879,Matt,Leppanen,Engineer,1987-10-24,1996-10-23
276880,Ramalingam,Kobuchi,Engineer,1989-01-24,1998-01-24
276884,Weiwu,Lemarechal,Engineer,1996-02-19,2001-02-18
276891,Temple,Erman,Senior Staff,1992-06-30,9999-01-01
276896,Chiranjit,Glowinski,Senior Staff,1998-06-27,9999-01-01
276898,Cristinel,Chaudhury,Engineer,1985-03-30,1991-03-30
276910,Pranas,Matheson,Senior Staff,2001-07-14,9999-01-01
276912,Youssef,Schiettecatte,Engineer,1991-11-06,1999-11-06
276913,Charmane,Backhouse,Senior Staff,2002-07-11,9999-01-01
276915,Huican,Rajcani,Staff,1998-09-04,9999-01-01
276918,Yongqiao,Garnham,Engineer,1996-01-08,9999-01-01
276926,Mads,Beidas,Staff,1998-03-01,9999-01-01
276928,Dinah,Maraist,Engineer,1994-07-26,2001-07-26
276932,Genta,Vesel,Engineer,1995-10-08,9999-01-01
276943,Macha,Hardjono,Senior Engineer,1990-03-12,9999-01-01
276944,Arlette,Picco,Senior Engineer,1987-12-18,9999-01-01
276945,Vasilii,Argence,Technique Leader,1992-10-20,9999-01-01
276947,Dinkar,Yoshizawa,Senior Staff,1999-06-06,9999-01-01
276948,Adel,Businaro,Staff,1999-03-01,9999-01-01
276950,Berthier,Sewelson,Senior Staff,2001-05-14,9999-01-01
276952,Hugo,Juneja,Engineer,1998-08-17,9999-01-01
276961,Tomoyuki,Birnbaum,Engineer,1997-04-13,9999-01-01
276971,Abdulah,Kropp,Senior Engineer,1992-12-06,9999-01-01
276972,Cordelia,Butner,Senior Staff,1992-01-13,9999-01-01
276975,Vugranam,Cappelli,Staff,1999-03-01,9999-01-01
276978,Jenwei,Ginneken,Assistant Engineer,1998-09-24,9999-01-01
276981,Danai,Perfilyeva,Senior Engineer,1995-04-08,9999-01-01
276982,Hairong,Delgrange,Engineer,1994-08-28,2001-08-28
276986,Alenka,Rajala,Engineer,1996-10-22,9999-01-01
276989,Kensei,Garnham,Engineer,1995-06-20,2001-06-19
276999,Xudong,Lamba,Assistant Engineer,1998-10-10,9999-01-01
277003,Hitofumi,Cyre,Engineer,1994-05-11,2001-05-11
277016,Makato,Frolund,Staff,1999-01-01,9999-01-01
277018,Magdalena,Serre,Senior Staff,1997-10-20,9999-01-01
277019,Toshimi,Cherinka,Senior Staff,1996-05-17,9999-01-01
277020,Fumiya,Claffy,Senior Staff,1998-11-24,9999-01-01
277021,Akemi,Hebert,Senior Engineer,1999-04-12,9999-01-01
277025,Kyoichi,Dichev,Staff,1996-08-02,9999-01-01
277029,Fumiyo,Bade,Staff,1996-11-04,9999-01-01
277032,Shounak,Kaiserswerth,Senior Staff,1997-10-27,9999-01-01
277033,Paloma,Thorelli,Engineer,1987-05-17,1993-05-16
277035,Hidefumi,Ramsay,Senior Engineer,1999-05-28,9999-01-01
277037,Gaurav,Swick,Senior Staff,1993-06-07,9999-01-01
277038,Ottavia,Oberman,Engineer,1985-10-25,1990-10-25
277045,Rutger,Gecsei,Engineer,1990-05-23,1998-05-23
277046,Dipayan,Karcich,Senior Staff,1999-12-15,9999-01-01
277049,Jaihie,Erde,Staff,1998-05-29,9999-01-01
277055,Insup,Sichman,Senior Engineer,1999-03-02,9999-01-01
277060,Eckart,Brodal,Senior Staff,1999-07-04,9999-01-01
277066,Yongmao,Uchoa,Assistant Engineer,1989-11-13,1998-11-13
277075,Alois,Breugel,Staff,1999-11-27,9999-01-01
277082,Phule,Belinskaya,Senior Staff,1999-03-17,9999-01-01
277085,Alper,Vasanthakumar,Senior Staff,1991-11-12,9999-01-01
277086,Felicidad,Felder,Senior Engineer,1992-08-03,9999-01-01
277094,Genki,Berztiss,Senior Staff,1986-11-19,9999-01-01
277095,Atilio,Kaelbling,Engineer,1987-05-05,1994-05-05
277101,Froduald,Rando,Senior Staff,1998-04-25,9999-01-01
277123,Miquel,Schnabel,Senior Staff,2000-04-23,9999-01-01
277129,Uma,Besancenot,Senior Staff,1987-08-29,9999-01-01
277130,Bojan,Passino,Senior Staff,1992-11-21,9999-01-01
277134,Tadahiko,Pettey,Engineer,1991-06-15,1996-06-14
277137,Neven,Mullainathan,Technique Leader,1998-06-20,9999-01-01
277143,Vasilis,Farrel,Staff,1994-09-08,9999-01-01
277144,Vishv,Munck,Senior Staff,1992-09-03,9999-01-01
277146,Frazer,Lodder,Senior Staff,1999-04-20,9999-01-01
277153,Giap,Lindenbaum,Engineer,1986-07-03,1995-07-03
277157,Boutros,Fasbender,Senior Staff,1999-08-17,9999-01-01
277160,Adamantios,Pouyioutas,Engineer,1989-03-06,1998-03-06
277165,Takanari,Lally,Senior Engineer,1995-05-16,9999-01-01
277166,Yuchang,Poehlman,Staff,1997-03-12,9999-01-01
277172,Yongmin,Sluis,Engineer,1987-11-17,1993-11-16
277182,Alejandra,Comyn,Senior Staff,2000-01-14,9999-01-01
277187,Arlette,Shinomoto,Staff,1997-07-02,9999-01-01
277203,Shigeichiro,Piancastelli,Engineer,1986-05-19,1993-05-19
277204,Garnik,Busillo,Engineer,1986-10-16,1991-10-16
277209,Fox,Levergood,Senior Staff,2002-01-06,9999-01-01
277212,Jaques,Candan,Assistant Engineer,1999-10-27,9999-01-01
277220,Shakhar,Daescu,Senior Staff,1994-08-29,9999-01-01
277224,Alassane,Baby,Engineer,1999-11-25,9999-01-01
277235,Ayakannu,Ashish,Senior Staff,1996-05-10,9999-01-01
277239,Sven,Lanzelotte,Engineer,1994-01-01,2002-01-01
277242,Brigham,Aumann,Technique Leader,1998-08-11,9999-01-01
277246,Filipp,Yurov,Staff,1995-06-29,9999-01-01
277248,Barna,Erni,Senior Staff,1996-02-05,9999-01-01
277252,Sampalli,Gurbaxani,Engineer,1998-09-26,9999-01-01
277253,Francesca,Poehlman,Engineer,1999-04-19,9999-01-01
277255,Quingbo,Businaro,Engineer,1999-11-15,9999-01-01
277274,Uli,Peternell,Senior Staff,1991-09-07,9999-01-01
277276,Marsha,Figueira,Engineer,1985-07-15,1992-07-15
277280,Yakichi,Markovitch,Engineer,1990-04-25,1999-04-25
277281,Shahar,Lieberherr,Engineer,1998-11-18,9999-01-01
277286,Petter,Himler,Senior Staff,2002-07-09,9999-01-01
277287,Guoxiang,Milicic,Engineer,1998-04-01,9999-01-01
277290,Masali,Kalefeld,Engineer,1988-03-13,1994-03-13
277292,Felicidad,Muchinsky,Engineer,1989-01-16,1997-01-16
277294,Teiji,Thombley,Engineer,1999-10-19,9999-01-01
277296,Xiaoshan,Randi,Engineer,1994-03-02,2002-03-02
277297,Srinidhi,Ramalingam,Senior Staff,1999-06-26,9999-01-01
277298,Phuoc,Garnier,Senior Staff,1996-06-14,9999-01-01
277308,Patricio,Matzat,Senior Staff,1998-11-13,9999-01-01
277330,Tsuneo,Brobst,Staff,1998-01-30,9999-01-01
277331,Uno,Ghalwash,Engineer,1999-12-11,9999-01-01
277332,Chaitali,Bondorf,Engineer,1998-09-22,9999-01-01
277334,Xianlong,Oppitz,Senior Staff,1993-08-15,9999-01-01
277336,Moss,Merlo,Engineer,1995-03-23,2001-03-22
277350,Teiji,Morrow,Engineer,1990-11-15,1995-11-15
277353,Felicidad,Tetzlaff,Assistant Engineer,1990-10-04,1995-10-04
277358,Sahrah,Brizzi,Senior Engineer,1999-02-12,9999-01-01
277361,Cedric,Nilsson,Engineer,1994-03-05,1999-03-05
277366,Susanna,Weisert,Engineer,1995-01-19,2000-01-19
277372,Koichi,Terkki,Senior Staff,1996-07-25,9999-01-01
277376,Indrajit,Unno,Senior Staff,2001-01-20,9999-01-01
277380,Xinan,Deville,Senior Staff,1998-06-11,9999-01-01
277382,Piyawadee,Verhoeff,Senior Staff,1997-12-25,9999-01-01
277384,Hercules,Maliniak,Engineer,1988-03-06,1993-03-06
277387,Werner,Karlin,Staff,1999-01-29,9999-01-01
277389,Yefim,Zlotek,Engineer,1997-10-02,9999-01-01
277393,Xianlong,Braunmuhl,Engineer,1999-06-03,9999-01-01
277404,Goo,Dechter,Senior Staff,2000-06-28,9999-01-01
277409,Eran,Tomescu,Senior Staff,1994-06-12,9999-01-01
277415,Xiaoqiang,Ramamoorthy,Technique Leader,1986-11-30,9999-01-01
277418,Kasidit,Terekhov,Engineer,1996-10-23,2001-10-23
277423,Paloma,Baranowski,Engineer,1996-07-06,9999-01-01
277436,Yucel,Carrere,Senior Staff,1999-01-13,9999-01-01
277442,Hirochika,Pero,Engineer,1987-11-04,1996-11-03
277452,Maia,Wiegley,Engineer,1999-09-28,9999-01-01
277455,Luigi,Kermarrec,Engineer,2000-01-17,9999-01-01
277465,Hiroyasu,Ponthieu,Engineer,1992-09-06,1997-09-06
277472,Bernd,Lung,Senior Staff,2001-07-06,9999-01-01
277474,Zhenhua,Shigei,Engineer,1997-02-22,9999-01-01
277476,Yefim,Peris,Engineer,1999-01-24,9999-01-01
277490,Samphel,Lichtman,Engineer,1989-12-14,1995-12-14
277494,Kinh,Coullard,Staff,1997-01-04,9999-01-01
277495,Etsuo,Couchot,Senior Staff,1992-04-07,9999-01-01
277496,Masaki,Zeleznik,Staff,1999-07-25,9999-01-01
277501,Sastry,Lupu,Technique Leader,1987-01-12,9999-01-01
277502,Selwyn,Rossi,Staff,2000-01-28,9999-01-01
277503,Eberhardt,Gomatam,Senior Staff,1991-11-01,9999-01-01
277506,Dipayan,Sidou,Senior Staff,1997-09-14,9999-01-01
277510,Bouchung,Roccetti,Engineer,1997-04-02,9999-01-01
277511,Yuriy,Tasistro,Senior Staff,1996-07-06,9999-01-01
277515,Nirmal,Birke,Senior Engineer,1991-08-30,9999-01-01
277518,Luigi,Demizu,Assistant Engineer,1994-02-11,2000-02-11
277523,Yuqun,Fabrizio,Engineer,1988-03-30,1994-03-30
277526,Jinpo,Nittel,Senior Staff,2001-12-10,9999-01-01
277528,Zorica,Eugenio,Staff,1999-08-23,9999-01-01
277531,Gen,Constantine,Staff,1999-09-20,9999-01-01
277537,Mayumi,Oehlmann,Staff,1994-09-04,9999-01-01
277542,Aran,Riexinger,Engineer,1997-11-02,9999-01-01
277554,Jianhao,Perry,Senior Staff,1993-04-26,9999-01-01
277561,Premsyl,Jakobus,Senior Staff,1998-10-03,9999-01-01
277566,Jinya,Kumaresan,Senior Staff,1994-04-23,9999-01-01
277571,Ingmar,Ponthieu,Senior Engineer,1995-02-03,9999-01-01
277577,Arvin,Ruemmler,Staff,1998-07-19,9999-01-01
277580,Jaques,Schaar,Engineer,1989-11-15,1994-11-15
277587,Gladys,Uhrik,Engineer,1991-11-21,1999-11-21
277588,Kensei,Guerreiro,Senior Staff,1992-01-27,9999-01-01
277592,Rafael,Eiron,Senior Staff,1999-05-30,9999-01-01
277595,Freyja,Polupanov,Engineer,1992-08-19,1998-08-19
277597,Remco,Pillow,Engineer,1997-12-24,9999-01-01
277598,Xiadong,Kranzdorf,Senior Staff,1995-06-06,9999-01-01
277606,Gina,Muhlberg,Staff,1998-01-02,9999-01-01
277608,Vasilis,Pettis,Senior Staff,1997-07-23,9999-01-01
277612,Lokesh,Flowers,Senior Staff,1991-05-27,9999-01-01
277619,Jovan,Danecki,Engineer,1994-04-27,2002-04-27
277620,Zijian,Rande,Engineer,1996-12-03,9999-01-01
277621,Shin,Lorch,Senior Engineer,1986-09-23,9999-01-01
277624,Werner,Waleschkowski,Engineer,1996-02-16,9999-01-01
277625,Giap,Suppi,Senior Staff,1987-11-14,9999-01-01
277633,Rimli,Solares,Senior Staff,1997-12-15,9999-01-01
277636,Kazuhiko,Mateescu,Senior Staff,1996-04-04,9999-01-01
277637,Margo,Cichocki,Assistant Engineer,1997-12-30,9999-01-01
277641,Noritoshi,Aloisi,Staff,1997-10-26,9999-01-01
277646,Oscar,Pettit,Senior Staff,2000-04-01,9999-01-01
277655,Kien,Setia,Technique Leader,1985-03-06,9999-01-01
277661,Hilari,Bednarek,Engineer,1985-05-05,1994-05-05
277666,Prasadram,Ramsey,Senior Staff,1994-02-08,9999-01-01
277694,Ute,Androutsos,Senior Staff,1998-10-18,9999-01-01
277700,Joydip,Yurek,Staff,1998-04-02,9999-01-01
277702,Bodh,Lindenbaum,Senior Staff,1990-03-12,9999-01-01
277708,Ayonca,Tsukune,Senior Staff,1996-05-15,9999-01-01
277709,Supot,Leonhardt,Senior Staff,2001-08-03,9999-01-01
277713,Jeanna,Sudkamp,Senior Staff,2000-09-29,9999-01-01
277717,Danai,Setiz,Staff,1997-04-22,9999-01-01
277729,Shirish,Nanard,Senior Staff,2002-05-19,9999-01-01
277730,Shushma,Molberg,Senior Staff,1993-08-11,9999-01-01
277731,Stabislas,Botman,Senior Staff,1996-06-14,9999-01-01
277734,Nathan,Arlazarov,Senior Engineer,1992-02-21,9999-01-01
277735,Weiye,Cmelik,Engineer,1997-12-31,9999-01-01
277742,Shaleah,Lamparter,Senior Staff,1995-04-07,9999-01-01
277745,Fay,Suppi,Senior Staff,1994-07-25,9999-01-01
277746,Geoffrey,Lichtman,Senior Staff,2002-02-10,9999-01-01
277759,Steve,Emmerich,Senior Staff,2000-12-06,9999-01-01
277762,Fusako,Bondorf,Senior Staff,1993-12-01,9999-01-01
277765,Moheb,Gewali,Senior Engineer,1997-03-14,9999-01-01
277776,Mingdong,Lipner,Engineer,1991-12-14,1996-12-13
277781,Paddy,Onuegbe,Staff,1996-06-28,9999-01-01
277784,Jacqueline,Pfau,Engineer,1985-06-15,1993-06-15
277788,Zijian,Syang,Engineer,1999-01-23,9999-01-01
277789,Katsuyuki,Aloisi,Engineer,1988-04-14,1995-04-15
277793,Georg,Reeker,Technique Leader,1998-11-03,9999-01-01
277794,Bodo,Strandh,Senior Staff,1994-01-02,9999-01-01
277797,Shan,Lorin,Engineer,1999-02-15,9999-01-01
277804,Chikara,Kolvik,Engineer,1987-05-07,1994-05-07
277805,Hatim,Wallrath,Senior Staff,1999-06-03,9999-01-01
277806,Uzi,Dalton,Senior Staff,2001-01-02,9999-01-01
277815,Stein,Hebden,Senior Staff,1991-05-23,9999-01-01
277820,Joydip,Molberg,Assistant Engineer,1999-10-04,9999-01-01
277822,Odoardo,Rosch,Senior Staff,1998-10-03,9999-01-01
277824,Tooru,Krzyzanowski,Engineer,1997-04-23,9999-01-01
277835,Arup,Wixon,Engineer,1997-09-25,9999-01-01
277840,Roselyn,Stiles,Senior Engineer,1994-07-26,9999-01-01
277841,Lucien,Burnard,Senior Staff,1989-02-26,9999-01-01
277842,Chikako,Benzaken,Engineer,1986-04-29,1995-04-29
277850,Niclas,Mahnke,Senior Staff,1998-12-30,9999-01-01
277852,Zissis,Flowers,Senior Staff,1993-09-05,9999-01-01
277853,Manibrata,Bale,Senior Staff,1987-07-18,9999-01-01
277854,Shem,Levergood,Engineer,1987-10-26,1994-10-26
277869,Berto,Kakkar,Engineer,1994-06-22,2002-06-22
277886,Vishv,Yeung,Assistant Engineer,1994-04-02,9999-01-01
277887,Terresa,Yetto,Senior Staff,2002-07-16,9999-01-01
277892,Pintsang,Heyers,Assistant Engineer,1992-03-16,1997-03-16
277895,Aloke,Swiler,Senior Engineer,1996-10-07,9999-01-01
277896,Danil,Lindenbaum,Senior Staff,1998-09-26,9999-01-01
277898,Gererd,Bednarek,Senior Staff,1999-09-17,9999-01-01
277901,Vitali,Assaf,Engineer,1999-01-12,9999-01-01
277909,Supot,Boyle,Engineer,1988-02-08,1993-02-07
277910,Eirik,Kieras,Senior Staff,1997-04-26,9999-01-01
277911,Bedir,Krybus,Engineer,1990-12-16,1999-12-16
277912,Remmert,Rosis,Engineer,1990-10-14,1995-10-14
277916,Satoru,Cullers,Engineer,1997-08-22,9999-01-01
277921,Fuqing,Bouloucos,Engineer,1994-07-09,2000-07-08
277928,Uma,Pettey,Engineer,1985-12-26,1991-12-26
277935,Bedrich,Ghalwash,Engineer,1999-07-20,9999-01-01
277937,Subir,Biros,Engineer,1993-10-15,2001-10-15
277939,Xiaoheng,Halevi,Engineer,1990-12-26,1995-12-26
277945,Yechiam,Kumaresan,Staff,1999-09-13,9999-01-01
277946,Gonzalo,Anandan,Senior Staff,1997-03-09,9999-01-01
277947,Gaurav,Rouquie,Senior Staff,1992-08-08,9999-01-01
277948,Arunachalam,Coors,Staff,1995-12-02,9999-01-01
277949,Kasidit,Plump,Technique Leader,1989-07-19,9999-01-01
277951,Gad,Falster,Senior Engineer,1992-12-25,9999-01-01
277968,Marl,Vuskovic,Assistant Engineer,1993-02-01,2002-02-01
277971,Lijie,Mansanne,Senior Staff,1995-10-23,9999-01-01
277973,Parviz,Morton,Senior Staff,1993-05-26,9999-01-01
277979,Jaroslava,Lammel,Senior Staff,1999-04-08,9999-01-01
277982,Mart,Kroha,Staff,1999-11-12,9999-01-01
277996,Naftaly,Straney,Senior Staff,1987-03-07,9999-01-01
277999,Radoslaw,Gruenwald,Engineer,1990-05-17,1996-05-16
278001,Pascal,Schurmann,Engineer,1995-10-11,9999-01-01
278003,Mohit,Melichar,Assistant Engineer,1995-02-12,2001-02-11
278008,Krassimir,Merle,Senior Staff,1996-12-19,9999-01-01
278011,Nimmagadda,Bala,Engineer,1998-10-25,9999-01-01
278012,Magy,Poujol,Senior Engineer,1993-10-02,9999-01-01
278020,Xiaopeng,Chaudhuri,Engineer,1986-01-30,1994-01-30
278022,Conor,Fandrianto,Engineer,1996-08-19,9999-01-01
278024,Guangming,Sridhar,Senior Staff,1990-05-01,9999-01-01
278025,Yongmin,Whittlesey,Staff,1995-01-30,9999-01-01
278028,Shaz,Malinowski,Engineer,1990-03-20,1995-03-20
278029,Heather,Kavraki,Senior Engineer,1994-12-16,9999-01-01
278031,Marco,Chandrasekhar,Senior Staff,1991-08-15,9999-01-01
278041,Kristian,Bolotov,Senior Engineer,1985-12-24,9999-01-01
278043,Shuji,Stamatiou,Engineer,1989-11-22,1994-11-22
278051,Hugh,DuBourdieux,Assistant Engineer,1986-10-25,1994-10-25
278053,Bernardo,Heystek,Engineer,1985-07-02,1994-07-02
278058,Gao,Gide,Engineer,1991-11-17,2000-11-16
278061,Tianruo,Birnbaum,Senior Staff,1997-06-24,9999-01-01
278065,Shigehito,Bade,Engineer,1990-04-01,1999-04-01
278075,Akeno,Soicher,Senior Staff,1991-02-08,9999-01-01
278078,Greger,Hettesheimer,Engineer,1990-04-30,1998-04-30
278079,Mayumi,Chandrasekhar,Assistant Engineer,1993-03-31,1999-03-31
278083,Georg,Pollock,Engineer,1989-11-04,1995-11-04
278085,Georg,Businaro,Engineer,1987-12-19,1995-12-19
278089,Barry,Harbusch,Staff,1996-04-16,9999-01-01
278095,Nagui,Merel,Staff,1998-07-17,9999-01-01
278099,Yuqun,Falck,Engineer,1996-08-14,9999-01-01
278103,Eben,Lally,Engineer,1996-12-05,2001-12-05
278112,Paddy,Ginneken,Senior Staff,1996-04-06,9999-01-01
278118,Xiaoqiang,Werthner,Senior Engineer,1991-12-23,9999-01-01
278119,Shaunak,Dichev,Senior Staff,1998-09-26,9999-01-01
278123,Shaibal,Hinsberger,Engineer,1985-12-03,1994-12-03
278126,Zdislav,Greibach,Senior Staff,1998-09-17,9999-01-01
278127,LiMin,Stentiford,Senior Staff,1998-06-27,9999-01-01
278134,Sorina,Crouzet,Senior Staff,1985-10-19,9999-01-01
278135,Cristinel,Gustavson,Engineer,1992-03-25,1997-03-25
278136,Fumitake,Mahnke,Engineer,1994-07-27,1999-07-27
278151,Jaihie,Cairo,Engineer,1989-03-08,1998-03-08
278154,Masaru,Zucker,Senior Staff,1998-06-19,9999-01-01
278163,Fabrizio,Pagter,Staff,1995-02-03,9999-01-01
278167,Janalee,Jullig,Senior Staff,2000-04-20,9999-01-01
278168,Weicheng,Horswill,Senior Engineer,1988-06-06,9999-01-01
278177,Moni,Percebois,Senior Staff,1994-08-10,9999-01-01
278181,Selwyn,Foong,Engineer,1990-11-28,1996-11-27
278189,Yinlin,Gunderson,Assistant Engineer,1986-10-11,1992-10-10
278194,Mototsugu,Murillo,Staff,1996-09-09,9999-01-01
278211,Trygve,Junot,Senior Engineer,1990-07-12,9999-01-01
278213,Nadjib,Viele,Staff,1996-10-28,9999-01-01
278215,Ottavia,Zaccaria,Senior Staff,1992-08-03,9999-01-01
278217,Neven,Anido,Senior Staff,1998-07-18,9999-01-01
278225,Xuedong,Wuwongse,Engineer,1991-01-05,1996-01-05
278227,Luisa,Kropp,Senior Staff,1995-07-20,9999-01-01
278228,Kerryn,Beutelspacher,Engineer,1993-05-10,2001-05-10
278232,Krassimir,Sanella,Staff,1997-12-27,9999-01-01
278234,Mori,Besancenot,Staff,1997-05-08,9999-01-01
278237,Ewing,Azuma,Senior Staff,1995-04-21,9999-01-01
278240,Youssef,Nitsch,Senior Staff,1996-07-03,9999-01-01
278241,Krister,Yamaashi,Staff,1997-12-21,9999-01-01
